artist,song_name,genres,album_name,song_id,album_id,genres_list,singular_genre,Top Emotions
Deathstars,Blitzkrieg,"gothic metal, industrial metal, cyber metal",Termination Bliss,18JcWK7NWc3lNAt0H0UY28,4Ag57DqawdZcI8m6ns0zR7,"['gothic metal', 'industrial metal', 'cyber metal']",Rock,Emotions unable to be determined
Adam Green,Buddy Bradley,anti-folk,Minor Love,1xHCRVIXbGRX5dQpQNncl3,5ykOC6NexNvUMPQQtRrJZL,['anti-folk'],Folk,"Joy, Concentration, Nostalgia"
Labyrinth,The Absurd Circus,"italian power metal, neo classical metal, symphonic metal, italian metal, italian progressive metal, progressive metal, power metal, progressive power metal",Welcome to the Absurd Circus,6VXY9H23VNKwHRQVTRcqat,6KHiBRh7uqfFZ25XS3kGzs,"['italian power metal', 'neo classical metal', 'symphonic metal', 'italian metal', 'italian progressive metal', 'progressive metal', 'power metal', 'progressive power metal']",Rock,Emotions unable to be determined
Delain,The Quest and the Curse,"symphonic metal, dutch metal, gothic metal, power metal, gothic symphonic metal",Dark Waters,3fcsDrxJF34fw5BRqG4kXh,0aZuBf1mVMdYYZWRxBUZHs,"['symphonic metal', 'dutch metal', 'gothic metal', 'power metal', 'gothic symphonic metal']",Rock,Emotions unable to be determined
Mudhoney,It Is Us,"punk, grunge, alternative rock",Under a Billion Suns,1mk3bTjaCughYG2WUYZyFb,5qsYepwFhRlwcG8PBw8j77,"['punk', 'grunge', 'alternative rock']",Rock,Emotions unable to be determined
John Mayer,Emoji of a Wave,"neo mellow, singer-songwriter",The Search for Everything: Wave Two,7pYdMupCkVcwZ6kOKmWFfj,0i6oIJ53snlnCd7f2J5dJy,"['neo mellow', 'singer-songwriter']",Folk,"Excitement, Distress"
Zola Jesus,Soak,"grave wave, noise pop, spectra, neo-synthpop, dark pop, art pop, metropopolis",Okovi,0AQFScxA3YVMYkFQxd35pq,0ObRnroCwS1JQZUMOgQj3X,"['grave wave', 'noise pop', 'spectra', 'neo-synthpop', 'dark pop', 'art pop', 'metropopolis']",Pop,Excitement
Jebediah,Fall Down,"perth indie, aussie emo, australian alternative rock, australian indie, australian rock",Jebediah,3cnzdAce7pgYYnyeU3yrY4,4CnIsOujqNsfq3IIdbsWvQ,"['perth indie', 'aussie emo', 'australian alternative rock', 'australian indie', 'australian rock']",Rock,Emotions unable to be determined
Noah Cyrus,Mad at You (with Gallant),"alt z, pop",Good Cry,5NfcEDtSmpDsexYSw9EMza,4X3qM37B4hEZIHIq5nGsMv,"['alt z', 'pop']",Pop,Emotions unable to be determined
The Aggrolites,Complicated Girl,"ska, ska revival",Rugged Road,419gzHh2JMpFENsvoG7jac,3KfKeLxP9ljoiTT16JKdH9,"['ska', 'ska revival']",Reggae,Emotions unable to be determined
Andrew Rayel,My Reflection,"moldovan pop, trance, pop dance, edm, progressive house",Moments,0BINsjp6SNG2WtaRaEOcml,4x7dloXwgTr3YWl0lRCDEM,"['moldovan pop', 'trance', 'pop dance', 'edm', 'progressive house']",Electronic,Emotions unable to be determined
GFRIEND,Fever,"k-pop, k-pop girl group",Fever Season,7qDbAc6xMW07T7yyMnQqS8,653wpLLPgri15mVNwJOTVR,"['k-pop', 'k-pop girl group']",Pop,Emotions unable to be determined
Accept,Run Through The Night,"german metal, speed metal, thrash metal, glam metal, german heavy metal, hard rock, metal, power metal",Predator,1hiMnfKS8tNmOPSKlDHe2u,064kESuDMDa4XkBD1NRDg4,"['german metal', 'speed metal', 'thrash metal', 'glam metal', 'german heavy metal', 'hard rock', 'metal', 'power metal']",Rock,Emotions unable to be determined
Laura Branigan,Gloria,"soft rock, synthpop, new romantic, new wave pop",Branigan,1mskmld5ZKEhRaNvYVPoqZ,7tDrvcJnNTSIaFmRJVhagA,"['soft rock', 'synthpop', 'new romantic', 'new wave pop']",Pop,Emotions unable to be determined
Lars Frederiksen and the Bastards,To Have And To Have Not,"ska punk, punk, punk 'n' roll, psychobilly, skate punk, ska",Lars Frederiksen and the Bastards,2KeEzXxpADVpW1gbUj0rS7,4NnKPdKvKmfX4b8OgPf9uP,"['ska punk', 'punk', ""punk 'n' roll"", 'psychobilly', 'skate punk', 'ska']",Rock,"Determination, Anger, Distress"
Protest The Hero,Goddess Bound (Instrumental),"canadian post-hardcore, djent, canadian metal",Fortress,4Lgc7ENxFpUPKq4s7wt4cy,7EY1YCsTToBjCCU02LfzO2,"['canadian post-hardcore', 'djent', 'canadian metal']",Rock,Emotions unable to be determined
Nada Surf,Weightless,power pop,Lucky,5HCK7WlC81ZVC8omWvRFZZ,1iGeQ11SUE38I0yXyl1ikb,['power pop'],Pop,"Distress, Fear"
Marco Benevento,Bus Ride,jam band,Invisible Baby,5IKtH5C078QBjDSniwdTXj,0qFs9pcEF4rWSnReTEcxa5,['jam band'],Rock,Emotions unable to be determined
Pinegrove,"Paterson & Leo (Amperland, NY)","new jersey indie, countrygaze, small room","Amperland, NY",1CGeTm2ajC02weJFKy9NVs,1lgFeVkBqyVz4g1j18GRkY,"['new jersey indie', 'countrygaze', 'small room']",Country,Emotions unable to be determined
Fireworks,I Want to Start a Religion With You,"pop punk, easycore, emo, anthem emo, alternative emo",Higher Lonely Power,0U5O3NdbObbeqQ3HjhevW3,1U9DSxX8DJFNPQApFYa6ik,"['pop punk', 'easycore', 'emo', 'anthem emo', 'alternative emo']",Rock,Emotions unable to be determined
Ensiferum,One Man Army,"finnish melodeath, symphonic metal, viking metal, nordic folk metal, folk metal, power metal, metal, melodic death metal, finnish metal",One Man Army,0abHvyyQu4s82Vzq4z5vLI,5Gifsqd4VLBFcV8E4RoJHl,"['finnish melodeath', 'symphonic metal', 'viking metal', 'nordic folk metal', 'folk metal', 'power metal', 'metal', 'melodic death metal', 'finnish metal']",Rock,Anxiety
Francisca Valenzuela,Ya No Se Trata De Ti,"chilean rock, pop electronico, pop chileno",La Fortaleza,4Qk19LdSLuuEDjzR8j2gcV,73V6n1hTD93z5VVOm8eRb9,"['chilean rock', 'pop electronico', 'pop chileno']",Pop,Emotions unable to be determined
Sheer Mag,Hardly To Blame,"indie punk, indie rock, philly indie",A Distant Call,0zUW5TI0VjNtZLt5YeLDLO,3YC3GNe5GV62JIgA6YylkF,"['indie punk', 'indie rock', 'philly indie']",Rock,Emotions unable to be determined
Superchunk,Precision Auto,"noise pop, triangle indie, power pop, lo-fi, alternative pop, modern power pop, gbvfi, post-hardcore, alternative rock",On the Mouth,5iO9jmJQ4aHzE32d6yEUcr,3ovYY5SP77J3KHK4Divz2r,"['noise pop', 'triangle indie', 'power pop', 'lo-fi', 'alternative pop', 'modern power pop', 'gbvfi', 'post-hardcore', 'alternative rock']",Pop,Emotions unable to be determined
Thompson Twins,Hold Me Now,"synthpop, new romantic, new wave pop, new wave",Into the Gap,43h4FonpCeaaURpFpiQsf9,0Ev5WLJKbqwakkJlgGDcgo,"['synthpop', 'new romantic', 'new wave pop', 'new wave']",Pop,Emotions unable to be determined
Bethel Music,The War Is Over - Live,"world worship, deep ccm, ccm, ambient worship, worship",Starlight,7bfp4JVQG5SUYenvQasytC,1m7Bc6eGK8BgjTpwprlhUh,"['world worship', 'deep ccm', 'ccm', 'ambient worship', 'worship']",Electronic,Determination
Lynyrd Skynyrd,The Last Rebel,"rock, hard rock, album rock, southern rock, classic rock",The Last Rebel,0kAGAVB0bhDJvNoNuJaqzI,2kh1olAVsYP9ZauAJ55pX7,"['rock', 'hard rock', 'album rock', 'southern rock', 'classic rock']",Rock,Triumph
Coheed and Cambria,Dark Side of Me,modern alternative rock,The Afterman: Descension,7jkXIKbuW1w9JEcZuFzJ8U,2FSZoVSWWL1xBVcWm7o4mK,['modern alternative rock'],Rock,Emotions unable to be determined
Circa Survive,Lustration,"philly indie, emo, progressive post-hardcore, screamo, dreamo, post-hardcore",The Amulet,7DFLwJ9iTCE9gOtWbnQSxq,3mob5aLXsW82iZpISPK6OW,"['philly indie', 'emo', 'progressive post-hardcore', 'screamo', 'dreamo', 'post-hardcore']",Rock,Emotions unable to be determined
Converge,A Single Tear,"boston hardcore, chaotic hardcore, post-rock, mathcore, sludge metal, post-hardcore, metalcore",The Dusk in Us,23ijbpmuTVn6xfJoLx09Gs,23cl7dningjCbwiNpOyFMP,"['boston hardcore', 'chaotic hardcore', 'post-rock', 'mathcore', 'sludge metal', 'post-hardcore', 'metalcore']",Rock,Emotions unable to be determined
Darkest Hour,Enter Oblivion,"melodic metalcore, metalcore",Godless Prophets & the Migrant Flora,27DvK0ZZR6Kj3LidqYYRFf,0QFw6pnO2WtfU3sDvKpQfX,"['melodic metalcore', 'metalcore']",Rock,Emotions unable to be determined
Patty Loveless,Lonely Too Long,"country, country dawn, kentucky roots, country road",The Trouble with the Truth,09CrwXUJzykWlUhIM7zM9W,7iVF0XmIh1vlRl8XBXKLZ2,"['country', 'country dawn', 'kentucky roots', 'country road']",Country,Emotions unable to be determined
Black Milk,Popular Demand,"detroit hip hop, alternative hip hop, instrumental hip hop",Popular Demand,0ZLcDAQq8qO7JwxatHx5KU,1znjVVq7dP6mPOQtykYWPO,"['detroit hip hop', 'alternative hip hop', 'instrumental hip hop']",Hip-Hop,"Amusement, Excitement, Anger"
Accept,Amamos La Vida,"german metal, speed metal, thrash metal, glam metal, german heavy metal, hard rock, metal, power metal",Objection Overruled,67s5Cx8cn7iA5j3aJFkqnC,5WJLrU0BtPLXr1rfHromEU,"['german metal', 'speed metal', 'thrash metal', 'glam metal', 'german heavy metal', 'hard rock', 'metal', 'power metal']",Rock,"Determination, Excitement"
Goldfrapp,Ocean,"trip hop, alternative dance, neo-synthpop, art pop, indietronica, electronica",Silver Eye,2Vb4JlrgVI2yask3vIvFcL,3tD3JZOExKIXrnyEDgcyT5,"['trip hop', 'alternative dance', 'neo-synthpop', 'art pop', 'indietronica', 'electronica']",Pop,Emotions unable to be determined
Geto Boys,First Light of the Day,"conscious hip hop, gangster rap, golden age hip hop, old school hip hop, hardcore hip hop, hip hop, dirty south rap, g funk",The Resurrection,2MfiUy311FNVeoI0crQDmE,06BLB0YP19RZgiqvYwho9A,"['conscious hip hop', 'gangster rap', 'golden age hip hop', 'old school hip hop', 'hardcore hip hop', 'hip hop', 'dirty south rap', 'g funk']",Hip-Hop,"Excitement, Anger, Amusement"
Bryan Adams,Heaven - Live at Sydney Opera House,"classic canadian rock, canadian singer-songwriter, heartland rock, soft rock, canadian pop, mellow gold",Bryan Adams,5xRLRf5DEx2x6ZVLCnnJOr,6gYp3BNSZhakf4hSgycAY9,"['classic canadian rock', 'canadian singer-songwriter', 'heartland rock', 'soft rock', 'canadian pop', 'mellow gold']",Rock,"Joy, Amusement, Excitement"
AKB48,希望的リフレイン,"j-pop, 48g, j-pop girl group, j-idol","Koko ga Rhodes da, Koko de Tobe!",6L4zSTmHkyV5Nvsbax3eIt,7qfadHmVOVfiGKEbj1azjT,"['j-pop', '48g', 'j-pop girl group', 'j-idol']",Pop,Emotions unable to be determined
Michael Bolton,When a Man Loves a Woman,soft rock,"Time, Love & Tenderness",3ascnOSOR5MX901ylGuhcl,3tu5RTLzk7J2Oe30hspuPm,['soft rock'],Rock,"Anger, Fear"
Illy,Then What,"australian hip hop, australian trap",The Space Between,2GzrWQcI8C5wzSrUwIECSl,2WzvrllPVAaOzNr3Juq5xJ,"['australian hip hop', 'australian trap']",Hip-Hop,"Determination, Excitement"
Laura Stevenson,"Living Room, NY","indie punk, bubblegrunge, small room",The Big Freeze,1JJ1W7UUTtWjwbYVDtN8RA,60lpD39Lv8CpQqxfvJNW2t,"['indie punk', 'bubblegrunge', 'small room']",Rock,Emotions unable to be determined
Old Dominion,Written in the Sand,"country, contemporary country, modern country rock, country road",Happy Endings,2A69wys3S9uiPSmn6UZWJn,66Y5XaoFSoa0A4P0u56s8V,"['country', 'contemporary country', 'modern country rock', 'country road']",Country,Emotions unable to be determined
Eels,Little Bird,"melancholia, chamber pop, alternative rock",End Times,2HZ0ZQKrvMwuCQBkZuJD9K,1COBZgBCzPheHXbQWw19mE,"['melancholia', 'chamber pop', 'alternative rock']",Pop,"Sadness, Excitement, Fear"
Devin Dawson,I Got a Truck,"contemporary country, country pop, modern country rock, country road",The Pink Slip,69Vmby0iXflMXitW1uzNlO,125iPOINAQO7FJ4GbyZ332,"['contemporary country', 'country pop', 'modern country rock', 'country road']",Country,Excitement
Saxon,Wheels Of Terror,"nwobhm, glam metal, hard rock, metal, power metal",Sacrifice,7LTfbhqgtmHMuXo6WkeD9U,4SrewZLy3pkStC6sxN036m,"['nwobhm', 'glam metal', 'hard rock', 'metal', 'power metal']",Rock,Emotions unable to be determined
John Mayer,You're Gonna Live Forever in Me,"neo mellow, singer-songwriter",The Search for Everything,51lPx6ZCSalL2kvSrDUyJc,0jZFu2tihRJ65iYAo0oOtP,"['neo mellow', 'singer-songwriter']",Folk,"Distress, Excitement, Joy"
Rage,From The Cradle To The Grave,"german metal, speed metal, german power metal, old school thrash, metal, power metal",XIII,3RCsl5xgFHhLO9eFkqvHw9,7rsjIf90e9xLN0hvnQ38Qu,"['german metal', 'speed metal', 'german power metal', 'old school thrash', 'metal', 'power metal']",Rock,Emotions unable to be determined
Neck Deep,Wish You Were Here,"pop punk, uk pop punk",The Peace and the Panic,4Ssi6tKwrTHi5qvDndrZRP,76NbbdvTc4yP50p5m4u9H3,"['pop punk', 'uk pop punk']",Pop,"Excitement, Envy, Amusement"
Nogizaka46,シンクロニシティ,"j-pop, j-pop girl group, j-idol",Ima ga Omoide ni Naru made,1Rek58rlgHgjaGNESu04bg,2hMlKl0uHwvJbVi5CDdWE0,"['j-pop', 'j-pop girl group', 'j-idol']",Pop,Emotions unable to be determined
The Bright Light Social Hour,Infinite Cities,"austin rock, austindie",Space Is Still the Place,514ybzbNgtXoW106pAUDZo,65hwoi3mrKta30Hd0pyTCg,"['austin rock', 'austindie']",Alternative,Emotions unable to be determined
Flotsam & Jetsam,Demolition Man,"power thrash, speed metal, thrash metal, old school thrash",The End of Chaos,3Gtel2KAEymGoZMbTI4cID,0IhQm5Cw9sg3pFykPU2unm,"['power thrash', 'speed metal', 'thrash metal', 'old school thrash']",Rock,"Anger, Distress, Interest"
Earthless,"Night Parade Of One Hundred Demons, Pt. 1","space rock, stoner rock, psychedelic space rock, stoner metal, instrumental stoner rock, instrumental rock, psychedelic doom, sludge metal",Night Parade of One Hundred Demons,1tnDr6Ct0ARsazbnhIf1Eb,77CTwVa37QDnvFWbxNjag0,"['space rock', 'stoner rock', 'psychedelic space rock', 'stoner metal', 'instrumental stoner rock', 'instrumental rock', 'psychedelic doom', 'sludge metal']",Rock,Emotions unable to be determined
Michael Jackson,Billie Jean,"soul, r&b",Thriller 25,5ChkMS8OtdzJeqyybCc9R5,1C2h7mLntPSeVYciMRTF4a,"['soul', 'r&b']",R&B,Emotions unable to be determined
Russell Dickerson,Yours,"country, contemporary country, modern country rock, country road",Yours,3I4WFddKpe2PGZWFh7f10J,6NxQDh433Rl4EQXT6QiQCE,"['country', 'contemporary country', 'modern country rock', 'country road']",Country,Emotions unable to be determined
Boogie Down Productions,Duck Down,"conscious hip hop, golden age hip hop, gangster rap, east coast hip hop, old school hip hop, bronx hip hop, hip hop",Sex and Violence,6DHQaqFT9ldf8mOFulDBF6,6wbU9GLAUpWTBhzm8k31YM,"['conscious hip hop', 'golden age hip hop', 'gangster rap', 'east coast hip hop', 'old school hip hop', 'bronx hip hop', 'hip hop']",Hip-Hop,Emotions unable to be determined
Lee Aaron,Metal Queen,glam metal,Metal Queen,4b3UYHaYfUb1V546Chw4to,0QebZlfI7BF2Q6UNDlGp2t,['glam metal'],Rock,Emotions unable to be determined
Dolly Parton,Potential New Boyfriend,"country, country dawn, classic country pop",Burlap & Satin,3MdeQLBucaBqQ83xiyp0MP,3tOashYVZnxqRl7eueLYh7,"['country', 'country dawn', 'classic country pop']",Country,Emotions unable to be determined
Adrian Belew,Bird in a Box,"progressive rock, zolo, art rock, jazz fusion",Mr. Music Head,0c7gLQc3wkfWsPBmyGFnxm,5jAsaLdMFvMYwHn35KXMzv,"['progressive rock', 'zolo', 'art rock', 'jazz fusion']",Rock,Emotions unable to be determined
Radiation City,Juicy,"portland indie, shimmer pop",Synesthetica,3TKAMsWnKxYhuER3NXOEUr,2qzKP3ZzqINVj67ihNPDVn,"['portland indie', 'shimmer pop']",Pop,Emotions unable to be determined
Rodan,Bible Silver Corner,"math rock, post-hardcore, slowcore, louisville underground",Rusty,2hnrhnMJDOTicuXZdDeWyY,6RwJlqDiiZXlszNaLw5XLA,"['math rock', 'post-hardcore', 'slowcore', 'louisville underground']",Rock,Emotions unable to be determined
Edwin McCain,Beautiful Day,"neo mellow, pop rock",The Austin Sessions,7bmzi2M7brR4diBVvWHSlb,2RgyZe4NuAZ0ygtIr5kJ8l,"['neo mellow', 'pop rock']",Rock,Emotions unable to be determined
ICE-T,G Style,"conscious hip hop, golden age hip hop, gangster rap, old school hip hop, hardcore hip hop, hip hop, new jersey rap, west coast rap",Home Invasion,3wHZiFx3MLAr1WL6GOfKUJ,4Iy7wkcXiVmeJ7kVhx0weZ,"['conscious hip hop', 'golden age hip hop', 'gangster rap', 'old school hip hop', 'hardcore hip hop', 'hip hop', 'new jersey rap', 'west coast rap']",Hip-Hop,"Anger, Excitement, Amusement"
Prince,Adore - 2020 Remaster,"synth funk, rock, funk, funk rock, minneapolis sound",Sign o' the Times,7tyckyaQOzlsTjnujLinRt,2QuHyvguNhl5kfdoE17RRe,"['synth funk', 'rock', 'funk', 'funk rock', 'minneapolis sound']",Rock,Determination
Twin Atlantic,Bang On The Gong,"british alternative rock, scottish rock, modern alternative rock",Transparency,6alWJEohSFrxeNYENKCMEN,0e2NhFrn5B1R2nlkGsZou1,"['british alternative rock', 'scottish rock', 'modern alternative rock']",Rock,"Anxiety, Determination, Anger"
El Guincho,Ss18,"musica canaria, deep latin alternative",Hiperasia,632WsuWXmQFfXanr3011A4,1WAkAFNOSVvVZLWtZmRcio,"['musica canaria', 'deep latin alternative']",Alternative,Emotions unable to be determined
The Divine Comedy,The Booklovers,"baroque pop, britpop, melancholia, chamber pop",Promenade,5qsDtQ4I3WXrGqadtQeHQO,4MY1E61exkrdDyr28tMPcZ,"['baroque pop', 'britpop', 'melancholia', 'chamber pop']",Pop,Determination
Daz Dillinger,What's Yo Pleasure,"gangster rap, rap, hip hop, pop rap, west coast rap, g funk",Cuzznz,3lTaKO5i10aDBoCbF3y2py,3uymcMheLvldkL7e7EUXz3,"['gangster rap', 'rap', 'hip hop', 'pop rap', 'west coast rap', 'g funk']",Hip-Hop,"Anger, Excitement"
Pitty,Te Conecta,"rock baiano, hard rock brasileiro, brazilian rock, pop rock brasileiro",Matriz,7BSVS5JCV9XViO1LTTIFGN,6SzAMGol9sxx8D6KP3ds1K,"['rock baiano', 'hard rock brasileiro', 'brazilian rock', 'pop rock brasileiro']",Rock,Emotions unable to be determined
Marnie Stern,Every Single Line Means Something,"noise rock, math rock",In Advance of the Broken Arm,2p0yzONwfcPhFRnRgbAz0Y,5LsFsBoOi327xYLEMolzBu,"['noise rock', 'math rock']",Rock,Emotions unable to be determined
Jon Stevens,Hold On,australian rock,Starlight,4Npe5aX2kQNvDUVlfnEOAn,11C9z1nf78pVvTBI4eF6C9,['australian rock'],Rock,Emotions unable to be determined
Way Out West,Tuesday Maybe,"progressive house, nu skool breaks, classic progressive house",Tuesday Maybe,6gWwDlXoYPFqrIdEjivBh5,1jCD24WnDO6bPODoaQSCRx,"['progressive house', 'nu skool breaks', 'classic progressive house']",Electronic,Emotions unable to be determined
Journey,Send Her My Love (2023 Remaster),"rock, heartland rock, hard rock, soft rock, album rock, mellow gold, classic rock",Frontiers,476PoCTZZIKdOxHOYYCFzz,3pZ6D15onAaT2YyiTbcHmh,"['rock', 'heartland rock', 'hard rock', 'soft rock', 'album rock', 'mellow gold', 'classic rock']",Rock,Emotions unable to be determined
Godspeed You! Black Emperor,"Bosses Hang, Pt. I","noise pop, canadian post-rock, post-rock, instrumental post-rock, double drumming, experimental rock",Luciferian Towers,4vXuXPEZZpMXLW1pzRNCy2,6NeicP84ZRNL2yMlWS6XzH,"['noise pop', 'canadian post-rock', 'post-rock', 'instrumental post-rock', 'double drumming', 'experimental rock']",Rock,Emotions unable to be determined
Wax Tailor,Just a Candle,"trip hop, nu jazz, hip-hop experimental, electronica",The Shadow of Their Suns,1hpI2EhyZ7rJR0rh3jwCEi,1byf1DJaRulUmgYtgZnyGR,"['trip hop', 'nu jazz', 'hip-hop experimental', 'electronica']",Electronic,Emotions unable to be determined
Amici forever,Requiem for a Soldier (Band of Brothers),operatic pop,The Opera Band,7hxDlFt08bveJX6aR5Hz9j,3Rygnb1omNIh9mDt6Gd88l,['operatic pop'],Pop,Emotions unable to be determined
Bad Religion,Atomic Garden,"punk, skate punk, socal pop punk",Generator,0iKBQiTlNxTUPeBDCzlFRP,31CyVs73lB9MrLOTHBeEgr,"['punk', 'skate punk', 'socal pop punk']",Rock,Emotions unable to be determined
Paramore,This Is Why,"pop emo, rock, pop punk, candy pop, modern rock, pop, pixie",This Is Why,7HdXRMw14roDx2a0COWk3M,6tG8sCK4htJOLjlWwb7gZB,"['pop emo', 'rock', 'pop punk', 'candy pop', 'modern rock', 'pop', 'pixie']",Pop,"Excitement, Determination, Amusement"
Beneath The Massacre,Left Hand,"brutal death metal, technical death metal, deathcore, canadian metal, melodic metalcore, deathgrind, technical deathcore, quebec death metal",Incongruous,2dOegH58Jlgu1ESBYj2Qs8,5lOAn3gfMEoovjIAeQZ9ui,"['brutal death metal', 'technical death metal', 'deathcore', 'canadian metal', 'melodic metalcore', 'deathgrind', 'technical deathcore', 'quebec death metal']",Rock,Emotions unable to be determined
The Band,Forever Young,"folk rock, jam band, cosmic american, rock, blues rock, folk, heartland rock, swamp rock, roots rock, country rock, southern rock, classic canadian rock, mellow gold, classic rock",High on the Hog,3Oj9iYdpz3K3dyiOCHsy3Z,5wgqJYfNf1o1k7KPCBNsPM,"['folk rock', 'jam band', 'cosmic american', 'rock', 'blues rock', 'folk', 'heartland rock', 'swamp rock', 'roots rock', 'country rock', 'southern rock', 'classic canadian rock', 'mellow gold', 'classic rock']",Rock,Emotions unable to be determined
Brad Mehldau Trio,Everything in Its Right Place,"jazz trio, jazz, contemporary post-bop, modern jazz trio, contemporary jazz",Anything Goes,1QxmKMggKPykokcwBYvjso,412H0mMOHjg3txzEFwBfXM,"['jazz trio', 'jazz', 'contemporary post-bop', 'modern jazz trio', 'contemporary jazz']",Jazz,Confusion
Neutral Milk Hotel,In the Aeroplane Over the Sea,"noise pop, lo-fi, indie rock, elephant 6, chamber pop, alternative rock",In the Aeroplane Over the Sea,5rfT032kGmLvbxZzfHlu5D,0vVekV45lOaVKs6RZQQNob,"['noise pop', 'lo-fi', 'indie rock', 'elephant 6', 'chamber pop', 'alternative rock']",Pop,Emotions unable to be determined
Liquid Tension Experiment,Acid Rain,"jazz metal, chapman stick, shred, instrumental rock, progressive metal",Liquid Tension Experiment,7D1wLtyGaUppoqMleM6VqT,25JdFEbKXocMQyJdlBzD5d,"['jazz metal', 'chapman stick', 'shred', 'instrumental rock', 'progressive metal']",Rock,Emotions unable to be determined
White Lion,Til Death Do Us Part,"hard rock, album rock, glam metal",Mane Attraction,57DRDn3OKZyKQniRNAjYIQ,49q8hRnhM6xM5PD5tQSGxb,"['hard rock', 'album rock', 'glam metal']",Rock,Emotions unable to be determined
Tommy Cash,X-RAY,estonian hip hop,¥€$,5CReAh1Nccooof2kGtrBk9,4KnqXO9cm2LLOzZruvIv5r,['estonian hip hop'],Hip-Hop,Emotions unable to be determined
Municipal Waste,Jock Pit,"groove metal, speed metal, thrash metal, virginia punk, crossover thrash, new wave of thrash metal, virginia metal, metal, death metal",Waste 'Em All,6Q58m1VP3AxebAyDExfilE,5FqNuHEi8R5Ex7dE8UONw5,"['groove metal', 'speed metal', 'thrash metal', 'virginia punk', 'crossover thrash', 'new wave of thrash metal', 'virginia metal', 'metal', 'death metal']",Rock,Emotions unable to be determined
2 Unlimited,Get Ready,"europop, hip house, eurodance",Get Ready!,4tvOVmc2jorV20Z2hFDtDg,6NhL15fEltVRFpld3hvaWV,"['europop', 'hip house', 'eurodance']",Electronic,Anger
Joe Jackson,Solo (So Low),"sophisti-pop, new romantic, singer-songwriter, permanent wave, new wave pop, new wave, mellow gold",Rain,65J6thRfqSVrHn52abReHn,14iTjrGnw7CTAgRjgiwJjX,"['sophisti-pop', 'new romantic', 'singer-songwriter', 'permanent wave', 'new wave pop', 'new wave', 'mellow gold']",Pop,Emotions unable to be determined
Atlantic Starr,Always,"new jack swing, quiet storm, contemporary r&b",All in the Name of Love,5ecomU85GzPgOJZ315oZ88,1ciLacI1DyPsAWFW4fCE15,"['new jack swing', 'quiet storm', 'contemporary r&b']",R&B,Emotions unable to be determined
Duncan Sheik,The Winds That Blow,pop rock,Phantom Moon,5xfPZFMpSytq2zF0EUIlFQ,6vEteywx5i8uHdrNvoGm8u,['pop rock'],Rock,"Joy, Boredom, Aesthetic Appreciation"
Shearwater,You as You Were,"melancholia, slowcore, austindie",Animal Joy,0UrLHLe7dmtdEw2UDeCet1,3Rmr8CxTbBesMSAbU1XePW,"['melancholia', 'slowcore', 'austindie']",Alternative,Emotions unable to be determined
Diplo,Fortress - Moojo Remix,"dance pop, pop dance, edm, electro house, moombahton",Higher Ground,2455baTqhlhvI3bgjE5fJq,3DkN7i6PD5Ap8PnZWlCwWI,"['dance pop', 'pop dance', 'edm', 'electro house', 'moombahton']",Pop,Emotions unable to be determined
Jessica Mauboy,Give You Love (feat. Jason Derulo),"australian pop, australian indigenous music, australian talent show",Yours Forever,5QfjAYFjk1oQV6Ao3hUMFd,2L08li5KwgPx7BZO354BlK,"['australian pop', 'australian indigenous music', 'australian talent show']",Pop,"Determination, Excitement"
Deicide,Scars Of The Crucifix,"brutal death metal, technical death metal, florida death metal, black metal, metal, death metal",Scars of the Crucifix,3ztZNULykf6ijrqJRcfZAJ,72vAPCga5Z8jT6NOxGrxpd,"['brutal death metal', 'technical death metal', 'florida death metal', 'black metal', 'metal', 'death metal']",Rock,Emotions unable to be determined
Ziggy Ramo,Sugar Coated Lies,"australian indigenous hip hop, australian indigenous music, west australian hip hop",Sugar Coated Lies,7nvFcJ2kNX2jwc3E8VXmgv,5r8SQ07PNhCm8C1ZZBfm0H,"['australian indigenous hip hop', 'australian indigenous music', 'west australian hip hop']",Hip-Hop,"Anger, Disgust, Excitement"
Four Tet,Misnomer,"trip hop, indietronica, intelligent dance music, folktronica, electronica",Dialogue,162kSicrPNVsZo7KPjGOhZ,4ABxNWPmDvO2NLKsHK7qBo,"['trip hop', 'indietronica', 'intelligent dance music', 'folktronica', 'electronica']",Electronic,Emotions unable to be determined
Tyler Childers,All Your'n,"outlaw country, kentucky roots, kentucky indie",Country Squire,0fCwTrRNfoNk962ati8n2K,2T9P5dSm786uuxA5tkI1Xb,"['outlaw country', 'kentucky roots', 'kentucky indie']",Country,Emotions unable to be determined
Phoebe Bridgers,Motion Sickness,"indie pop, la indie, pov: indie",Stranger in the Alps,5xo8RrjJ9CVNrtRg2S3B1R,0qWcLfCZ8wtcoOdX14oGNI,"['indie pop', 'la indie', 'pov: indie']",Alternative,Emotions unable to be determined
Shygirl,thicc,"escape room, alternative r&b, hyperpop, grimewave, art pop, electra",Club Shy,6KiMTXhMNHO05AzOV6W7ir,7q7aNUQEh4cY2JfuylF21F,"['escape room', 'alternative r&b', 'hyperpop', 'grimewave', 'art pop', 'electra']",Pop,Emotions unable to be determined
Black Star Riders,Testify or Say Goodbye,modern hard rock,Heavy Fire,3BoYGwKHo3N1B49sAyeXHT,6qx6GilbdlQCeBt6WpoIgZ,['modern hard rock'],Rock,Emotions unable to be determined
